Pack Name,ID,Name,Type,Rarity,Max Level,Can Be Starter,Starter Weight,Boss Weight,Title 1,Title 1 Unlock Amount,Title 2,Title 2 Unlock Amount,Title 3,Title 3 Unlock Amount,Title 4,Title 4 Unlock Amount,Title 5,Title 5 Unlock Amount,Evolution Stage,Evolution Level,Evolution Form Id,Base HP,Base Attack,Base Defense,Base Speed,Spawn Weight,Job Skill,Hp Regen Per Hour,Fatigue Rate Per Hour,Fatigue Cooldown Hours,Personality,Basic Attack Name,Basic Attack Prefab Lifetime,Icon Path,Back Icon Path,Shiny Icon Path,Shiny Back Icon Path,Description
Solar Reign,M-153,Firrix,Fire,Uncommon,50,No,0,0,T-115,2,T-005,7,T-081,13,,,,,1,,,51,66,19,34,4.5,1,4.8,11,7.2,Aggressive,Flame Jab,1,Assets/Monsters/Packs/Solar Reign/Firrix/Firrix_front.png,Assets/Monsters/Packs/Solar Reign/Firrix/Firrix_back.png,Assets/Monsters/Packs/Solar Reign/Firrix/Firrix_frontshiny.png,Assets/Monsters/Packs/Solar Reign/Firrix/Firrix_backshiny.png,Its flames burn hotter and it barrels into foes with relentless heat.
Solar Reign,M-154,Aro,Sky,Common,50,No,0,0,T-229,3,T-187,10,,,,,,,1,18,M-155,34,38,18,60,8,0.95,5,10.5,7.6,Trickster,Gale Peck,1,Assets/Monsters/Packs/Solar Reign/Aro/Aro_front.png,Assets/Monsters/Packs/Solar Reign/Aro/Aro_back.png,Assets/Monsters/Packs/Solar Reign/Aro/Aro_frontshiny.png,Assets/Monsters/Packs/Solar Reign/Aro/Aro_backshiny.png,A light sky creature that darts in and strikes with swift pecking blows.
Solar Reign,M-155,Arel,Sky,Uncommon,50,No,0,0,T-229,2,T-187,7,T-063,13,,,,,1,,,39,43,20,68,4.5,1,5,10.5,7.6,Trickster,Gale Peck,1,Assets/Monsters/Packs/Solar Reign/Arel/Arel_front.png,Assets/Monsters/Packs/Solar Reign/Arel/Arel_back.png,Assets/Monsters/Packs/Solar Reign/Arel/Arel_frontshiny.png,Assets/Monsters/Packs/Solar Reign/Arel/Arel_backshiny.png,Its wings cut the air as it weaves between foes at blistering speed.
Nocturne Mirage,M-156,Dusnyx,Specter,Uncommon,50,No,0,0,T-205,2,T-210,7,T-206,13,,,,,1,22,M-157,36,44,22,68,4.5,1,5.8,10.5,8.8,Phantom,Shadow Claw,1,Assets/Monsters/Packs/Nocturne Mirage/Dusnyx/Dusnyx_front.png,Assets/Monsters/Packs/Nocturne Mirage/Dusnyx/Dusnyx_back.png,Assets/Monsters/Packs/Nocturne Mirage/Dusnyx/Dusnyx_frontshiny.png,Assets/Monsters/Packs/Nocturne Mirage/Dusnyx/Dusnyx_backshiny.png,A flickering specter that slashes from blind angles before fading out.
Nocturne Mirage,M-157,Grimshade,Specter,Rare,50,No,0,0,T-205,2,T-210,6,T-206,10,T-207,14,,,2,28,M-158,42,52,26,80,2,1.08,5.8,10.5,8.8,Phantom,Shadow Claw,1,Assets/Monsters/Packs/Nocturne Mirage/Grimshade/Grimshade_front.png,Assets/Monsters/Packs/Nocturne Mirage/Grimshade/Grimshade_back.png,Assets/Monsters/Packs/Nocturne Mirage/Grimshade/Grimshade_frontshiny.png,Assets/Monsters/Packs/Nocturne Mirage/Grimshade/Grimshade_backshiny.png,Its form darkens and it strikes with sharp precision from deep shade.
Nocturne Mirage,M-158,Dredveil,Specter,Epic,50,No,0,0,T-205,2,T-210,5,T-206,8,T-207,12,T-208,15,1,,,49,61,31,94,0.7,1.15,5.8,10.5,8.8,Phantom,Shadow Claw,1,Assets/Monsters/Packs/Nocturne Mirage/Dredveil/Dredveil_front.png,Assets/Monsters/Packs/Nocturne Mirage/Dredveil/Dredveil_back.png,Assets/Monsters/Packs/Nocturne Mirage/Dredveil/Dredveil_frontshiny.png,Assets/Monsters/Packs/Nocturne Mirage/Dredveil/Dredveil_backshiny.png,A towering specter that slips between moments and tears foes from within the veil.
Oceanic Depths,M-159,Tidel,Water,Uncommon,50,No,0,0,T-182,2,T-202,7,T-061,13,,,,,1,22,M-160,68,29,54,19,4.5,1,5.5,9,8.4,Supportive,Wave Nip,1,Assets/Monsters/Packs/Oceanic Depths/Tidel/Tidel_front.png,Assets/Monsters/Packs/Oceanic Depths/Tidel/Tidel_back.png,Assets/Monsters/Packs/Oceanic Depths/Tidel/Tidel_frontshiny.png,Assets/Monsters/Packs/Oceanic Depths/Tidel/Tidel_backshiny.png,A calm tidebound creature that snaps with steady water bites.
Oceanic Depths,M-160,Tidorn,Water,Rare,50,No,0,0,T-182,2,T-202,6,T-061,10,T-194,14,,,2,28,M-161,80,34,64,22,2,1.08,5.5,9,8.4,Supportive,Wave Nip,1,Assets/Monsters/Packs/Oceanic Depths/Tidorn/Tidorn_front.png,Assets/Monsters/Packs/Oceanic Depths/Tidorn/Tidorn_back.png,Assets/Monsters/Packs/Oceanic Depths/Tidorn/Tidorn_frontshiny.png,Assets/Monsters/Packs/Oceanic Depths/Tidorn/Tidorn_backshiny.png,Its shell thickens as it endures and restores through steady flow.
Oceanic Depths,M-161,Tideorn,Water,Epic,50,No,0,0,T-182,2,T-202,5,T-061,8,T-194,12,T-190,15,1,,,94,40,75,26,0.7,1.15,5.5,9,8.4,Supportive,Wave Nip,1,Assets/Monsters/Packs/Oceanic Depths/Tideorn/Tideorn_front.png,Assets/Monsters/Packs/Oceanic Depths/Tideorn/Tideorn_back.png,Assets/Monsters/Packs/Oceanic Depths/Tideorn/Tideorn_frontshiny.png,Assets/Monsters/Packs/Oceanic Depths/Tideorn/Tideorn_backshiny.png,A mature tide guardian that holds the line and mends allies through endless currents.
Oceanic Depths,M-162,Orin,Oracle,Common,50,No,0,0,T-065,3,T-083,10,,,,,,,1,18,M-163,48,35,42,25,8,0.95,6,10,8.8,Analyst,Foretell Strike,1,Assets/Monsters/Packs/Oceanic Depths/Orin/Orin_front.png,Assets/Monsters/Packs/Oceanic Depths/Orin/Orin_back.png,Assets/Monsters/Packs/Oceanic Depths/Orin/Orin_frontshiny.png,Assets/Monsters/Packs/Oceanic Depths/Orin/Orin_backshiny.png,A watchful oracle creature that strikes only after reading its foe.
Oceanic Depths,M-163,Oren,Oracle,Uncommon,50,No,0,0,T-065,2,T-083,7,T-335,13,,,,,1,,,54,39,48,29,4.5,1,6,10,8.8,Analyst,Foretell Strike,1,Assets/Monsters/Packs/Oceanic Depths/Oren/Oren_front.png,Assets/Monsters/Packs/Oceanic Depths/Oren/Oren_back.png,Assets/Monsters/Packs/Oceanic Depths/Oren/Oren_frontshiny.png,Assets/Monsters/Packs/Oceanic Depths/Oren/Oren_backshiny.png,Its insight deepens as it predicts movements and counters with measured force.
Eternal Frost,M-164,Glir,Ice,Uncommon,50,No,0,0,T-061,2,T-182,7,T-202,13,,,,,1,22,M-165,52,36,54,28,4.5,1,5.3,9.5,9.2,Stoic,Frost Pop,1,Assets/Monsters/Packs/Eternal Frost/Glir/Glir_front.png,Assets/Monsters/Packs/Eternal Frost/Glir/Glir_back.png,Assets/Monsters/Packs/Eternal Frost/Glir/Glir_frontshiny.png,Assets/Monsters/Packs/Eternal Frost/Glir/Glir_backshiny.png,A small icebound creature that drifts slowly and bursts with chilling force.
Eternal Frost,M-165,Gliren,Ice,Rare,50,No,0,0,T-061,2,T-182,6,T-202,10,T-194,14,,,2,28,M-166,61,42,64,33,2,1.08,5.3,9.5,9.2,Stoic,Frost Pop,1,Assets/Monsters/Packs/Eternal Frost/Gliren/Gliren_front.png,Assets/Monsters/Packs/Eternal Frost/Gliren/Gliren_back.png,Assets/Monsters/Packs/Eternal Frost/Gliren/Gliren_frontshiny.png,Assets/Monsters/Packs/Eternal Frost/Gliren/Gliren_backshiny.png,Its icy shell thickens as it releases colder
Eternal Frost,M-166,Glirfrost,Ice,Epic,50,No,0,0,T-061,2,T-182,5,T-202,8,T-194,12,T-190,15,1,,,72,49,76,38,0.7,1.15,5.3,9.5,9.2,Stoic,Frost Pop,1,Assets/Monsters/Packs/Eternal Frost/Glirfrost/Glirfrost_front.png,Assets/Monsters/Packs/Eternal Frost/Glirfrost/Glirfrost_back.png,Assets/Monsters/Packs/Eternal Frost/Glirfrost/Glirfrost_frontshiny.png,Assets/Monsters/Packs/Eternal Frost/Glirfrost/Glirfrost_backshiny.png,A towering frost mass that radiates numbing cold and crushing weight.
Eternal Frost,M-167,Orakel,Oracle,Rare,50,No,0,0,T-065,2,T-083,6,T-194,10,T-335,14,,,1,,,78,46,54,22,2,1.08,6.2,10,8.8,Strategic,Foreseen Blow,1,Assets/Monsters/Packs/Eternal Frost/Orakel/Orakel_front.png,Assets/Monsters/Packs/Eternal Frost/Orakel/Orakel_back.png,Assets/Monsters/Packs/Eternal Frost/Orakel/Orakel_frontshiny.png,Assets/Monsters/Packs/Eternal Frost/Orakel/Orakel_backshiny.png,striking only when outcomes are certain.
Magma Core,M-168,Flare,Fire,Rare,50,No,0,0,T-115,2,T-005,6,T-081,10,T-194,14,,,1,28,M-169,62,78,28,32,2,1.08,4.8,11,7.2,Aggressive,Flare Slice,1,Assets/Monsters/Packs/Magma Core/Flare/Flare_front.png,Assets/Monsters/Packs/Magma Core/Flare/Flare_back.png,Assets/Monsters/Packs/Magma Core/Flare/Flare_frontshiny.png,Assets/Monsters/Packs/Magma Core/Flare/Flare_backshiny.png,A fierce fire hunter that lashes out with sweeping arcs of flame.
Magma Core,M-169,Flarenix,Fire,Epic,50,No,0,0,T-115,2,T-005,5,T-081,8,T-194,12,T-190,15,1,,,72,92,34,37,0.7,1.15,4.8,11,7.2,Aggressive,Flare Slice,1,Assets/Monsters/Packs/Magma Core/Flarenix/Flarenix_front.png,Assets/Monsters/Packs/Magma Core/Flarenix/Flarenix_back.png,Assets/Monsters/Packs/Magma Core/Flarenix/Flarenix_frontshiny.png,Assets/Monsters/Packs/Magma Core/Flarenix/Flarenix_backshiny.png,Its flames surge outward in relentless waves
Magma Core,M-170,Cogon,Alloy,Rare,50,No,0,0,T-041,2,T-072,6,T-118,10,T-204,14,,,1,28,M-171,74,48,62,16,2,1.08,4.6,8.5,9.6,Guardian,Metal Jab,1,Assets/Monsters/Packs/Magma Core/Cogon/Cogon_front.png,Assets/Monsters/Packs/Magma Core/Cogon/Cogon_back.png,Assets/Monsters/Packs/Magma Core/Cogon/Cogon_frontshiny.png,Assets/Monsters/Packs/Magma Core/Cogon/Cogon_backshiny.png,A sturdy alloy construct that advances slowly and strikes with heavy mechanical force.
Magma Core,M-171,Cogkar,Alloy,Epic,50,No,0,0,T-041,2,T-072,5,T-118,8,T-204,12,T-221,15,1,,,86,56,74,19,0.7,1.15,4.6,8.5,9.6,Guardian,Metal Jab,1,Assets/Monsters/Packs/Magma Core/Cogkar/Cogkar_front.png,Assets/Monsters/Packs/Magma Core/Cogkar/Cogkar_back.png,Assets/Monsters/Packs/Magma Core/Cogkar/Cogkar_frontshiny.png,Assets/Monsters/Packs/Magma Core/Cogkar/Cogkar_backshiny.png,Its reinforced frame locks into place
Thunder Pulse,M-172,Zapo,Electric,Uncommon,50,No,0,0,T-072,2,T-118,7,T-041,13,,,,,1,22,M-173,44,52,24,50,4.5,1,5,10.5,7.8,Pouncer,Volt Peck,1,Assets/Monsters/Packs/Thunder Pulse/Zapo/Zapo_front.png,Assets/Monsters/Packs/Thunder Pulse/Zapo/Zapo_back.png,Assets/Monsters/Packs/Thunder Pulse/Zapo/Zapo_frontshiny.png,Assets/Monsters/Packs/Thunder Pulse/Zapo/Zapo_backshiny.png,A jittery electric creature that darts forward and delivers crackling strikes.
Thunder Pulse,M-173,Zapen,Electric,Rare,50,No,0,0,T-072,2,T-118,6,T-041,10,T-204,14,,,2,28,M-174,52,62,28,58,2,1.08,5,10.5,7.8,Pouncer,Volt Peck,1,Assets/Monsters/Packs/Thunder Pulse/Zapel/Zapel_front.png,Assets/Monsters/Packs/Thunder Pulse/Zapel/Zapel_back.png,Assets/Monsters/Packs/Thunder Pulse/Zapel/Zapel_frontshiny.png,Assets/Monsters/Packs/Thunder Pulse/Zapel/Zapel_backshiny.png,Its charge intensifies as it chains quick hits into jolting bursts.
Thunder Pulse,M-174,Zaporn,Electric,Epic,50,No,0,0,T-072,2,T-118,5,T-041,8,T-204,12,T-221,15,1,,,61,73,33,67,0.7,1.15,5,10.5,7.8,Pouncer,Volt Peck,1,Assets/Monsters/Packs/Thunder Pulse/Zaporn/Zaporn_front.png,Assets/Monsters/Packs/Thunder Pulse/Zaporn/Zaporn_back.png,Assets/Monsters/Packs/Thunder Pulse/Zaporn/Zaporn_frontshiny.png,Assets/Monsters/Packs/Thunder Pulse/Zaporn/Zaporn_backshiny.png,A fully charged striker that overwhelms foes with rapid
Thunder Pulse,M-175,Brako,Clash,Common,50,No,0,0,T-072,3,T-118,10,,,,,,,1,,,48,56,28,18,8,0.95,4.6,11,7.2,Bruiser,Impact Slam,1,Assets/Monsters/Packs/Thunder Pulse/Brako/Brako_front.png,Assets/Monsters/Packs/Thunder Pulse/Brako/Brako_back.png,Assets/Monsters/Packs/Thunder Pulse/Brako/Brako_frontshiny.png,Assets/Monsters/Packs/Thunder Pulse/Brako/Brako_backshiny.png,A compact clash fighter that charges headfirst and smashes foes with raw force.
Verdant Bloom,M-176,Budor,Grass,Uncommon,50,No,0,0,T-061,2,T-182,7,T-202,13,,,,,1,22,M-177,58,32,48,32,4.5,1,5.8,8.5,7.6,Supportive,Leaf Jab,1,Assets/Monsters/Packs/Verdant Bloom/Budor/Budor_front.png,Assets/Monsters/Packs/Verdant Bloom/Budor/Budor_back.png,Assets/Monsters/Packs/Verdant Bloom/Budor/Budor_frontshiny.png,Assets/Monsters/Packs/Verdant Bloom/Budor/Budor_backshiny.png,A lively grass creature that darts about and strikes with quick leafy blows.
Verdant Bloom,M-177,Budorn,Grass,Rare,50,No,0,0,T-061,2,T-182,6,T-202,10,T-194,14,,,1,,,68,38,58,36,2,1.08,5.8,8.5,7.6,Supportive,Leaf Jab,1,Assets/Monsters/Packs/Verdant Bloom/Budorn/Budorn_front.png,Assets/Monsters/Packs/Verdant Bloom/Budorn/Budorn_back.png,Assets/Monsters/Packs/Verdant Bloom/Budorn/Budorn_frontshiny.png,Assets/Monsters/Packs/Verdant Bloom/Budorn/Budorn_backshiny.png,Its growth thickens into sturdy vines
Verdant Bloom,M-178,Bitel,Bug,Uncommon,50,No,0,0,T-072,2,T-118,7,T-041,13,,,,,1,22,M-179,50,44,36,40,4.5,1,5.6,8.5,8,Pouncer,Sting Jab,1,Assets/Monsters/Packs/Verdant Bloom/Bitel/Bitel_front.png,Assets/Monsters/Packs/Verdant Bloom/Bitel/Bitel_back.png,Assets/Monsters/Packs/Verdant Bloom/Bitel/Bitel_frontshiny.png,Assets/Monsters/Packs/Verdant Bloom/Bitel/Bitel_backshiny.png,A sharp-mandibled bug that darts forward to strike exposed targets.
Verdant Bloom,M-179,Bitorne,Bug,Rare,50,No,0,0,T-072,2,T-118,6,T-041,10,T-204,14,,,1,,,60,52,42,46,2,1.08,5.6,8.5,8,Pouncer,Sting Jab,1,Assets/Monsters/Packs/Verdant Bloom/Bitorne/Bitorne_front.png,Assets/Monsters/Packs/Verdant Bloom/Bitorne/Bitorne_back.png,Assets/Monsters/Packs/Verdant Bloom/Bitorne/Bitorne_frontshiny.png,Assets/Monsters/Packs/Verdant Bloom/Bitorne/Bitorne_backshiny.png,Its hardened shell and longer limbs let it chain quick stinging attacks with precision.
Ashen Legion,M-180,Morne,Corrupt,Uncommon,50,No,0,0,T-041,2,T-072,7,T-118,13,,,,,1,22,M-184,55,48,30,37,4.5,1,6,11,8.8,Unpredictable,Corrupt Lash,1,Assets/Monsters/Packs/Ashen Legion/Mornyx/Mornyx_front.png,Assets/Monsters/Packs/Ashen Legion/Mornyx/Mornyx_back.png,Assets/Monsters/Packs/Ashen Legion/Mornyx/Mornyx_frontshiny.png,Assets/Monsters/Packs/Ashen Legion/Mornyx/Mornyx_backshiny.png,A twisted creature that snaps with unstable corrupted energy.
Ashen Legion,M-181,Mornyx,Corrupt,Rare,50,No,0,0,T-041,2,T-072,6,T-118,10,T-204,14,,,2,28,M-185,65,56,36,43,2,1.08,6,11,8.8,Unpredictable,Corrupt Lash,1,Assets/Monsters/Packs/Ashen Legion/Morvex/Morvex_front.png,Assets/Monsters/Packs/Ashen Legion/Morvex/Morvex_back.png,Assets/Monsters/Packs/Ashen Legion/Morvex/Morvex_frontshiny.png,Assets/Monsters/Packs/Ashen Legion/Morvex/Morvex_backshiny.png,Its corruption thickens
Ashen Legion,M-182,Morvex,Corrupt,Epic,50,No,0,0,T-041,2,T-072,5,T-118,8,T-204,12,T-221,15,1,,,75,66,43,51,0.7,1.15,6,11,8.8,Unpredictable,Corrupt Lash,1,Assets/Monsters/Packs/Ashen Legion/Morvex/Morvex_front.png,Assets/Monsters/Packs/Ashen Legion/Morvex/Morvex_back.png,Assets/Monsters/Packs/Ashen Legion/Morvex/Morvex_frontshiny.png,Assets/Monsters/Packs/Ashen Legion/Morvex/Morvex_backshiny.png,A fully corrupted brute that radiates chaotic power and overwhelms foes through sheer instability.
Ashen Legion,M-183,Pyre,Fire,Rare,50,No,0,0,T-115,2,T-005,6,T-081,10,T-194,14,,,1,,,70,84,30,36,2,1.08,4.8,11,7.2,Berserker,Flame Rend,1,Assets/Monsters/Packs/Ashen Legion/Pyre/Pyre_front.png,Assets/Monsters/Packs/Ashen Legion/Pyre/Pyre_back.png,Assets/Monsters/Packs/Ashen Legion/Pyre/Pyre_frontshiny.png,Assets/Monsters/Packs/Ashen Legion/Pyre/Pyre_backshiny.png,tearing through enemies with savage bursts of flame.
Steel Rebellion,M-184,Kaskon,Alloy,Rare,50,No,0,0,T-083,2,T-091,6,T-104,10,T-118,14,,,1,28,M-185,80,24,82,14,2,1.08,6.4,8,11.4,Sentinel,Gear Jab,1,Assets/Monsters/Packs/Steel Rebellion/Kaskon/Kaskon_front.png,Assets/Monsters/Packs/Steel Rebellion/Kaskon/Kaskon_back.png,Assets/Monsters/Packs/Steel Rebellion/Kaskon/Kaskon_frontshiny.png,Assets/Monsters/Packs/Steel Rebellion/Kaskon/Kaskon_backshiny.png,A disciplined alloy striker that locks its joints and counters with precise mechanical jabs.
Steel Rebellion,M-185,Kaskar,Alloy,Epic,50,No,0,0,T-178,2,T-225,5,T-193,8,T-054,12,T-234,15,2,34,M-186,99,26,99,11,0.7,1.15,8.4,8,11.4,Fortress,Anvil Bash,1,Assets/Monsters/Packs/Steel Rebellion/Kaskar/Kaskar_front.png,Assets/Monsters/Packs/Steel Rebellion/Kaskar/Kaskar_back.png,Assets/Monsters/Packs/Steel Rebellion/Kaskar/Kaskar_frontshiny.png,Assets/Monsters/Packs/Steel Rebellion/Kaskar/Kaskar_backshiny.png,Reinforced plating forms a fortress frame
Steel Rebellion,M-186,Kaskatek,Alloy,Legendary,50,No,0,0,T-043,1,T-293,4,T-057,8,T-048,12,T-142,15,1,,,113,30,113,14,0.25,1.22,10.4,8,11.4,Fortress,Core Crush,1,Assets/Monsters/Packs/Steel Rebellion/Kaskatek/Kaskatek_front.png,Assets/Monsters/Packs/Steel Rebellion/Kaskatek/Kaskatek_back.png,Assets/Monsters/Packs/Steel Rebellion/Kaskatek/Kaskatek_frontshiny.png,Assets/Monsters/Packs/Steel Rebellion/Kaskatek/Kaskatek_backshiny.png,A legendary alloy guardian whose living core drives relentless impacts that grind enemies down with unstoppable force.
Dreaming Abyss,M-187,Dusveil,Specter,Uncommon,50,No,0,0,T-205,2,T-210,7,T-206,13,,,,,1,22,M-188,50,46,34,40,4.5,1,6.9,9.5,8.8,Phantom,Veil Jab,1,Assets/Monsters/Packs/Dreaming Abyss/Dusveil/Dusveil_front.png,Assets/Monsters/Packs/Dreaming Abyss/Dusveil/Dusveil_back.png,Assets/Monsters/Packs/Dreaming Abyss/Dusveil/Dusveil_frontshiny.png,Assets/Monsters/Packs/Dreaming Abyss/Dusveil/Dusveil_backshiny.png,"A drifting specter that flickers at the edge of vision, striking softly before fading back into the veil."
Dreaming Abyss,M-188,Dusshade,Specter,Rare,50,No,0,0,T-205,2,T-210,6,T-206,10,T-207,14,,,1,,,58,54,38,50,2,1.08,6.9,9.5,8.8,Phantom,Veil Jab,1,Assets/Monsters/Packs/Dreaming Abyss/Dusshade/Dusshade_front.png,Assets/Monsters/Packs/Dreaming Abyss/Dusshade/Dusshade_back.png,Assets/Monsters/Packs/Dreaming Abyss/Dusshade/Dusshade_frontshiny.png,Assets/Monsters/Packs/Dreaming Abyss/Dusshade/Dusshade_backshiny.png,"Its shadow deepens and movements sharpen, allowing it to cut through foes from unseen angles before vanishing again."
Dreaming Abyss,M-189,Ornex,Oracle,Rare,50,No,0,0,T-065,2,T-083,6,T-194,10,T-335,14,,,1,,,74,46,52,28,2,1.08,6.8,10,8.8,Strategic,Foreseen Rend,1,Assets/Monsters/Packs/Dreaming Abyss/Ornex/Ornex_front.png,Assets/Monsters/Packs/Dreaming Abyss/Ornex/Ornex_back.png,Assets/Monsters/Packs/Dreaming Abyss/Ornex/Ornex_frontshiny.png,Assets/Monsters/Packs/Dreaming Abyss/Ornex/Ornex_backshiny.png,"A calculating oracle beast that waits for certainty before striking, unleashing precise blows guided by unwavering foresight."
